# OUI vendor lookup table - generated by scripts/update_oui.ps1
# Source: https://www.wireshark.org/download/automated/data/manuf
# Format: <6-hex-lowercase-prefix><TAB><Vendor Name>
# 24-bit MA-L entries only.

000000	00:00:00
e4029b	Intel
e40439	TomTomSoftwa
e405f8	Bytedance
e406bf	SiliconLabor
e406e0	HuaweiTechno
e4072b	HuaweiDevice
e408e7	QuectelWirel
e40a16	HuaweiTechno
e40a75	SiliconLabor
e40cfd	OppoMobileTe
e40d36	Intel
e40d3b	Ericsson
e40eee	HuaweiTechno
e41088	SamsungElect
e4115b	HewlettPacka
e41218	RapooTechnol
e4121d	SamsungElect
e41226	AUMOVIOTechn
e41289	topsystem
e415f6	TexasInstrum
e41613	ExtremeNetwo
e417d8	8BitdoTechno
e4186b	ZyxelCommuni
e4197f	eero
e419c1	HuaweiTechno
e41a1d	NoveaEnergie
e41a2c	ZPE
e41b43	XiaomiMobile
e41c4b	V2Technology
e41d2d	MellanoxTech
e41e33	AUMOVIOGerma
e41f13	IBM
e41f7b	Cisco
e41fd5	Intel
e41fe9	Dunkermotore
e42150	Chintlowvolt
e422a5	Plantronics
e4233c	JuniperNetwo
e42354	FuzhiSoftwar
e4246c	ZhejiangDahu
e425e7	Apple
e425e9	ColorChip
e42686	DWnetTechnol
e4268b	HuaweiDevice
e426d5	MotorolaMobi
e42761	HonorDevice
e42771	Smartlabs
e42805	PivotalOptic
e428a4	PramaIndiaPr
e4293d	SyFiberOptic
e42aac	Microsoft
e42ad3	MagnetiMarel
e42b34	Apple
e42b79	Nokia
e42c56	Lilee
e42d02	TCTmobile
e42d7b	ChinaMobileI
e42f26	FiberhomeTel
e42f37	Apple
e42f56	OptoMET
e42ff6	Unicorecommu
e43022	HanwhaVision
e432cb	SamsungElect
e433ae	OppoMobileTe
e43493	HuaweiTechno
e43593	GoTotechnolo
e435c8	HuaweiTechno
e435fb	SabreTechnol
e4379f	Cisco
e437d7	HenriDepaepe
e43819	HiLinkElectr
e4387e	Cisco
e43883	Ubiquiti
e4388c	DigitalProdu
e438f2	AdvantageCon
e43a65	MofiNetwork
e43a6e	ZerooneTechn
e43bc9	HisenseVisua
e43c80	UniversityOk
e43d1a	Broadcom
e43ec6	HuaweiTechno
e43ed7	Arcadyan
e43fa2	WuxiDSPTechn
e44097	OppoMobileTe
e440e2	SamsungElect
e44122	OnePlusTechn
e44164	Nokia
e441d4	vivoMobileCo
e441e6	OttecTechnol
e442a6	Intel
e4434b	Dell
e44389	Apple
e444e5	ExtremeNetwo
e44519	XiaomiElectr
e446b0	FujitsuClien
e446bd	C&CTechnicTa
e446da	XiaomiCommun
e44790	OppoMobileTe
e44791	IrisID
e447b3	zte
e448c7	CiscoSPVTG
e44ae0	Intel
e44c6c	GuoWeiElectr
e44e12	zte
e44e18	GardasoftVis
e44e2d	Cisco
e44e76	Championtech
e44f29	MALightingTe
e44f5f	EDSElektroni
e4509a	HWCommunicat
e450eb	Apple
e451a9	NanjingXinli
e4521e	TexasInstrum
e45341	Apple
e454e5	HuaweiDevice
e454e8	Dell
e455a8	CiscoMeraki
e455ea	DedicatedCom
e45614	SuttleAppara
e456ac	SiliconLabor
e456ca	FractalBMS
e45740	Commscope
e45768	vivoMobileCo
e457a8	StuartManufa
e458b8	SamsungElect
e458bc	Bose
e458e7	SamsungElect
e45aa2	vivoMobileCo
e45ad4	EltexEnterpr
e45bb3	zte
e45d37	JuniperNetwo
e45d39	TexasInstrum
e45d51	Sfr
e45d52	Avaya
e45d75	SamsungElect
e45e1b	Google
e45e37	Intel
e45ecc	JuniperNetwo
e45f01	RaspberryPiT
e46017	Intel
e4604d	zte
e46059	Pingtek
e461f4	worldeliteel
e46251	HaoChengGrou
e462c4	Cisco
e46447	EMMicroelect
e46449	Commscope
e46564	KtcTechnolog
e46566	MapleIoTSolu
e465b8	Espressif
e466ab	zte
e466e5	NanjingQinhe
e4671e	SHENZHENNUOX
e467a6	BSHHausgerät
e467ba	DanishInterp
e467dd	ElaInnovatio
e468a3	HuaweiTechno
e4695a	DictumHealth
e46a35	RealmeChongq
e46c21	messMa
e46cd1	Calix
e46d7f	Ciena
e46dab	MellanoxTech
e46e8a	BYDLithiumBa
e46f13	DLinkInterna
e470b8	Intel
e47185	Securifi
e4729d	NokiaShangha
e472e2	HuaweiTechno
e47305	INVTElectric
e47319	HuaweiDevice
e47450	GrandsunElec
e4751e	GetingeSteri
e475dc	Arcadyan
e47684	Apple
e47723	zte
e47727	HuaweiTechno
e4776b	Aartesys
e477d4	MinrrayIndus
e47876	AristaNetwor
e4793f	JuniperNetwo
e47a2c	SzDjiTechnol
e47b3f	CloudTechnol
e47c1a	mercurycorpe
e47c65	SunstarCommu
e47cf9	SamsungElect
e47d5a	HanbangTechn
e47dbd	SamsungElect
e47deb	NotionInform
e47e66	HuaweiTechno
e47e9a	zte
e47f3c	zte
e47fb2	Fujitsu
e48184	Nokia
e481b3	ACTIndustria
e48210	HuaweiTechno
e482cc	Jumptronic
e482ff	EclipticEnte
e48326	HuaweiTechno
e48399	Commscope
e48429	NewH3CTechno
e4842b	SoftelOptic
e484d3	XiaomiCommun
e48501	GeberitInter
e485fb	QuectelWirel
e489ca	Cisco
e48a93	HisenseVisua
e48ad5	RfWindow
e48b7f	Apple
e48c0f	DiscoveryIns
e48c73	RealmeChongq
e48d8c	Routerboardc
e48e10	CigShanghai
e48ebb	RockwellAuto
e48ec5	HuaweiTechno
e48f09	ithinx
e48f1d	HuaweiDevice
e48f34	VodafoneItal
e48f65	YelatmaInstr
e48fb7	AristaNetwor
e4902a	HuaweiTechno
e49069	RockwellAuto
e4907e	MotorolaMobi
e490fd	Apple
e4922a	DbgHoldings
e49282	SamsungElect
e492e7	GridlinkTech
e492fb	SamsungElect
e4936a	OppoMobileTe
e49652	vivoMobileCo
e496ae	ALTOGRAPHICS
e497f0	VLCTechnolog
e498bb	PhyplusMicro
e498d1	MicrosoftMob
e498d6	Apple
e498e0	TonlyTechnol
e4995f	HuaweiTechno
e49a79	Apple
e49adc	Apple
e49c67	Apple
e49d73	EdgecoreNetw
e49e12	FreeboxSas
e49f1e	Commscope
e49f7d	SamsungElect
e4a1e6	AlcatelLucen
e4a32f	ArtimenTechn
e4a387	ControlSolut
e4a41c	Cisco
e4a430	SamsungElect
e4a471	Intel
e4a5ef	TronLinkElec
e4a634	UniversalEle
e4a749	PaloAltoNetw
e4a7a0	Intel
e4a7c5	HuaweiTechno
e4a7d0	HuaweiTechno
e4a7fd	CellcoPartne
e4a8b6	HuaweiTechno
e4a8df	CompalInform
e4aa5d	Cisco
e4aae4	XiaomiCommun
e4aaea	LiteonTechno
e4aaec	TianjinHuala
e4ab46	UABSelteka
e4ab89	MitraStarTec
e4ad7d	SCLElements
e4aee4	TuyaSmart
e4afa1	HesSo
e4b005	IQIYIScience
e4b021	SamsungElect
e4b063	Espressif
e4b107	HuaweiDevice
e4b16c	Apple
e4b224	HuaweiTechno
e4b2fb	Apple
e4b318	Intel
e4b323	Espressif
e4b503	RealmeChongq
e4b555	HuaweiDevice
e4b633	WuxiStarsMic
e4b731	AdvanceIOTCo
e4b97a	Dell
e4bad9	360Fly
e4bc96	Versuni
e4bcaa	XiaomiCommun
e4bd4b	zte
e4bd96	HurrayDataTe
e4beed	NetisTechnol
e4befb	HuaweiTechno
e4bffa	VantivaUSA
e4c0cc	ChinaMobileG
e4c0e2	SagemcomBroa
e4c146	ObjetivosySe
e4c1f1	SPOTMAUINFOR
e4c2d1	HuaweiTechno
e4c32a	TpLinkTechno
e4c483	OppoMobileTe
e4c62b	Airware
e4c63d	Apple
e4c6e6	Mophie
e4c722	Cisco
e4c767	Intel
e4c770	RaisecomTech
e4c801	BLUProducts
e4c806	CeiecElectri
e4c90b	Radwin
e4ca12	zte
e4ca5f	MurataManufa
e4cb59	LoveairScien
e4cc9d	IntegratedDe
e4cda7	zte
e4ce02	WyreStormTec
e4ce58	AnhuiRealloo
e4ce70	HealthLife
e4ce8f	Apple
e4d124	MojoNetworks
e4d332	TpLinkTechno
e4d373	HuaweiTechno
e4d3aa	Fcnt
e4d3f1	Cisco
e4d436	NokiaSolutio
e4d53d	HonHaiPrecis
e4d58b	HikvisionDig
e4d71d	OrayaTherape
e4dadf	TaicangT&WEl
e4db6d	XiaomiElectr
e4dbae	ExtremeNetwo
e4dc43	HuaweiDevice
e4dc5f	Cofractal
e4dccc	HuaweiTechno
e4dd79	EnVisionAmer
e4de40	HewlettPacka
e4e0a6	Apple
e4e0c5	SamsungElect
e4e112	TexasInstrum
e4e130	TCTmobile
e4e26c	OppoMobileTe
e4e33d	QingdaoIntel
e4e409	Leifheit
e4e4ab	Apple
e4e608	Kiwibit
e4e66c	TiandyTechno
e4e749	HewlettPacka
e4ea83	GongjinElect
e4ec10	Nokia
e4ece8	SamsungElect
e4eefd	MR&DManufact
e4f004	Dell
e4f042	Google
e4f14c	Private
e4f1d4	vivoMobileCo
e4f27c	JuniperNetwo
e4f327	Atol
e4f365	TimeOMatic
e4f3c4	SamsungElect
e4f3e3	iComhome
e4f3e8	SuperElectro
e4f3f5	MercuryCommu
e4f4c6	Netgear
e4f58e	SchneiderEle
e4f75b	Commscope
e4f7a1	Datafox
e4f89c	Intel
e4f8be	TecnoMobile
e4f8ef	SamsungElect
e4f939	MinxonHotelT
e4fa1d	PADPeriphera
e4fa5b	TexasInstrum
e4fac4	TPLink
e4fade	Microsoft
e4fae4	SDMCTechnolo
e4faed	SamsungElect
e4fafd	Intel
e4fb1e	Microsoft
e4fb5d	HuaweiTechno
e4fb8f	MobiwireMobi
e4fc82	JuniperNetwo
e4fd45	Intel
e4fd8c	ExtremeNetwo
e4fda1	HuaweiTechno
e4fe43	XiaomiMobile
e4fed9	EDMIEurope
e4fee4	Ciena
e4ff69	HolidayRobot
e4ffdd	ElectronIndi
e80036	Befs
e80115	COOCAANetwor
e8018d	FiberhomeTel
e8039a	SamsungElect
e8040b	Apple
e80410	Private
e80462	Cisco
e804f3	Throughtek
e8056d	NortelNetwor
e805dc	Verifone
e80688	Apple
e80690	Espressif
e806eb	ShieldSOS
e80734	ChampionOpti
e807bf	BoomtechIndu
e8088b	HuaweiTechno
e808af	zte
e80945	IntegratedDe
e80959	GuoguangElec
e80ab9	Cisco
e80aec	JiangsuHengt
e80b13	AkibTaiwan
e80c38	DaeyoungInfo
e80c75	Syncbak
e80fc8	UniversalEle
e8102e	ReallySimple
e81098	HewlettPacka
e81132	SamsungElect
e811ca	ShandongKaer
e8122d	UnionmanTech
e81324	GuangZhouBon
e81363	ComstockRD
e81367	AIRSOUND
e8136e	HuaweiTechno
e81499	YoquTechnolo
e8150e	Nokia
e8162b	IDEOSecurity
e81656	BroadLinkTec
e81711	Vipstech
e817fc	Fujitsu
e81a58	Technologic
e81aac	ORFEOSOUNDWO
e81b4b	amnimo
e81b69	Sercomm
e81ca5	HewlettPacka
e81cba	Fortinet
e81cd8	Apple
e81da8	RuckusWirele
e81dee	iTEKRFID
e81e92	HuaweiDevice
e820e2	HUMAX
e82281	GDMideaAirCo
e822b8	SkyworthDigi
e823fb	Redder
e82404	QuectelWirel
e824a6	JuniperNetwo
e82587	ChilinkIoTTe
e82689	HewlettPacka
e8268d	SuperElectro
e826b6	CompaniesHou
e826cf	JingxunTechn
e82725	AxisCommunic
e82877	TMY
e8288d	HuaweiDevice
e828c1	EltexEnterpr
e828d5	CotsTechnolo
e82a44	LiteonTechno
e82aea	Intel
e82bc5	HuaweiDevice
e82c6d	SmartRG
e82d79	AltoBeam
e82e0c	NETINTTechno
e82e24	OutFogResear
e831cd	Espressif
e8330d	Xaptec
e83381	Commscope
e8343e	InfosecTechn
e83617	Apple
e8361d	SenseLabs
e8377a	ZyxelCommuni
e838a0	Vizio
e83935	HewlettPacka
e839df	AskeyCompute
e83a12	SamsungElect
e83a4b	ChinaMobileG
e83a97	Toshiba
e83dc1	Espressif
e83eb6	Rim
e83efb	Geodesic
e83efc	Commscope
e83f67	HuaweiDevice
e84040	Cisco
e84074	BarrotTechno
e840f2	Pegatron
e84368	zte
e843b6	QNAP
e8447e	Bitdefender
e8458b	MitraStarTec
e845eb	KohlerVentur
e84727	QuectelWirel
e8473a	HonHaiPrecis
e847f3	upscaleai
e8481f	AdvancedAuto
e848b8	TPLink
e84943	YUGEInformat
e84a54	XiaomiMobile
e84a78	Apple
e84c4a	AmazonTechno
e84c56	InterceptSer
e84d74	HuaweiTechno
e84dd0	HuaweiTechno
e84dec	Xerox
e84e06	EdupInternat
e84e84	SamsungElect
e84ece	Nintendo
e84f25	MurataManufa
e84f4b	DelosElectro
e84fa7	HuaweiDevice
e8508b	SamsungElect
e8516e	TSMART
e85177	QingdaoIntel
e8519d	YeonhabPreci
e8519e	GuangzhouShi
e85484	NEOInformati
e85497	SamsungElect
e85540	WuxiFunideDi
e855b4	SAITechnolog
e85659	AdvancedConn
e856d6	NCTech
e85a8b	XiaomiCommun
e85aa7	LLCEmzior
e85ad1	FiberhomeTel
e85b5b	LgElectronic
e85bb7	Ample
e85bf0	ImagingDiagn
e85c0a	Cisco
e85c5f	FNLINKTECHNO
e85d6b	LuminateWire
e85d86	ChangYowTech
e85e53	InfratecDate
e85f02	Apple
e85fb4	XiaomiCommun
e8611f	DawningInfor
e8617e	LiteonTechno
e86183	BlackDiamond
e861be	Melec
e862be	Intel
e86538	CloudNetwork
e86549	Cisco
e8655f	Dell
e865d4	TendaTechnol
e866c4	Diamanti
e86819	HuaweiTechno
e868b1	OppoMobileTe
e868e7	Espressif
e86a64	LCFCElectron
e86bea	Espressif
e86cda	Supercompute
e86d16	ElmecElettro
e86d52	Commscope
e86d54	DigitMobile
e86d65	AUDIOMOBILEl
e86d6e	voestalpineS
e86dcb	SamsungElect
e86de9	HuaweiTechno
e86e3a	SonyInteract
e86e3e	SichuanTiany
e86e44	zte
e86ead	GuangzhouGiz
e86f38	ChongqingFug
e86ff2	ActiontecEle
e87072	BroadLinkTec
e8718d	ElsysEquipam
e874c7	Sentinhealth
e874e6	ADBBroadband
e8757f	FIRSTechnolo
e87640	SkyUk
e87865	Apple
e878a1	BeoviewInter
e878ee	NewH3CTechno
e879a3	Cisco
e87af3	S5Tech
e87e1c	HuaweiTechno
e87eef	XiaomiCommun
e87f6b	SamsungElect
e87f95	Apple
e8802e	Apple
e88088	LCFCElectron
e880d8	GNTEKElectro
e880e7	HuaweiDevice
e88152	Apple
e88175	zte
e881ab	SankuaiOnlin
e8825b	Commscope
e884a5	Intel
e884c6	HuaweiTechno
e8854b	Apple
e886cf	Nokia
e887a3	LoxleyPublic
e88843	XiaomiCommun
e8886c	SCTechnologi
e8892c	Commscope
e88d28	Apple
e88da6	QuectelWirel
e88df5	ZNYXNetworks
e88e60	NSD
e88f16	Skullcandy
e88f6f	TCTmobile
e88f8e	HoagsTechnol
e88fc4	MobiwireMobi
e8910f	FiberhomeTel
e89120	MotorolaMobi
e89218	ArcontiaInte
e892a4	LGElectronic
e89309	SamsungElect
e89363	Nokia
e893f3	Graphiant
e8944c	CogentHealth
e894f6	TpLinkTechno
e89505	MiaoMingInte
e89526	LuxsharePrec
e89606	testoInstrum
e89744	LCFCElectron
e8979a	QuectelWirel
e897b8	ChiunMaiComm
e89847	XiaomiCommun
e8986d	PaloAltoNetw
e898c2	ZETLAB
e898ee	Apple
e8995a	PiiGABProces
e899c4	HTC
e89a8f	QuantaComput
e89aff	FujianLANDIC
e89c25	ASUSTekCOMPU
e89d87	Toshiba
e89e0c	Max8UsaDistr
e89e13	Cresyn
e89e49	MellanoxTech
e89eb4	HonHaiPrecis
e89f39	Nokia
e89f6d	Espressif
e89f80	BelkinIntern
e89fec	KtElectronic
e8a0cd	Nintendo
e8a0ed	HikvisionDig
e8a1f8	zte
e8a245	JuniperNetwo
e8a34e	HuaweiTechno
e8a364	SignalPathIn
e8a4c1	DeepSeaElect
e8a55a	JuniperNetwo
e8a660	HuaweiTechno
e8a6ca	HuaweiDevice
e8a72f	Microsoft
e8a730	Apple
e8a788	XiamenLeelen
e8a7f2	sTraffic
e8a848	Wacom
e8a927	Lear
e8aacb	SamsungElect
e8abf3	HuaweiTechno
e8abfa	ReecamTech
e8ac23	HuaweiTechno
e8ac7e	TerahopPte
e8acad	zte
e8ada6	SagemcomBroa
e8aec5	AristaNetwor
e8b0c5	Intel
e8b1fc	Intel
e8b265	Dell
e8b2ac	Apple
e8b2fe	HUMAX
e8b3ee	Pixelent
e8b3ef	FiberhomeTel
e8b4ae	C&DElectroni
e8b4c8	SamsungElect
e8b527	PhyplusTechn
e8b541	zte
e8b5d0	Dell
e8b6c2	JuniperNetwo
e8b722	GreenTrolAut
e8b723	VatilonElect
e8b748	Cisco
e8b853	GsdVietNamTe
e8ba17	XiaomiMobile
e8ba70	Cisco
e8bae2	XploraTechno
e8bb3d	SinoPrimeTec
e8bba8	OppoMobileTe
e8bce4	Cisco
e8bdd1	HuaweiTechno
e8be81	SagemcomBroa
e8bfb8	Intel
e8bfdb	InodesignGro
e8bfe1	Intel
e8c1b8	NanjingBangz
e8c1d7	Philips
e8c1e8	XiaoBiEnCult
e8c229	HDisplaysBhd
e8c2dd	Infinixmobil
e8c320	AustcoMarket
e8c386	Apple
e8c3c5	HuaweiDevice
e8c417	FiberhomeTel
e8c57a	Ufispace
e8c6e6	ChanghongTra
e8c74f	LiteonTechno
e8c7cf	WNC
e8c829	Intel
e8c913	SamsungElect
e8ca50	BouffaloLab
e8cac8	HuiZhouGaosh
e8cba1	Nokia
e8cbed	ChipseaTechn
e8cbf5	Ezurio
e8cc18	DLinkInterna
e8cc32	Micronet
e8cc8c	JiaruiHualia
e8cd15	VantivaUSA
e8cd2d	HuaweiTechno
e8ce06	SkyHawkeTech
e8cf83	Dell
e8d03c	JingxunSoftw
e8d099	FiberhomeTel
e8d0b9	TaicangT&WEl
e8d0fa	MKSInstrumen
e8d0fc	LiteonTechno
e8d11b	AskeyCompute
e8d2ff	SagemcomBroa
e8d322	Cisco
e8d3eb	eero
e8d483	ULTIMATEEuro
e8d4e0	BenyWaveTech
e8d52b	Google
e8d5a1	EardaTechnol
e8d765	HuaweiTechno
e8d775	HuaweiTechno
e8d819	AzureWaveTec
e8d87e	AmazonTechno
e8d8d1	HP
e8da00	KivoTechnolo
e8da20	Nintendo
e8da3e	HuaweiDevice
e8da96	ZhuhaiTianru
e8daaa	VideoHomeTec
e8db84	Espressif
e8dc6c	Cisco
e8de00	ChongQingGua
e8de27	TpLinkTechno
e8de8e	IntegratedDe
e8ded6	IntrisingNet
e8defb	MesoticSas
e8df24	Ohsung
e8df70	AVMAudiovisu
e8dff2	PRF
e8e07e	SiliconLabor
e8e08f	GravotechMar
e8e0b7	Toshiba
e8e1e1	GemtekTechno
e8e1e2	Energotest
e8e49d	Nexthop
e8e5d6	SamsungElect
e8e609	ChongqingZho
e8e732	AlcatelLucen
e8e770	Warp9TechDes
e8e776	KootionTechn
e8e7c3	zte
e8e875	iS5Communica
e8e8b7	MurataManufa
e8e98e	SOLARcontrol
e8ea34	HuaweiTechno
e8ea4d	HuaweiTechno
e8ea6a	StarTechcom
e8ea7c	AmazwearHold
e8eada	DenkoviAssem
e8eafa	QingdaoHaier
e8eb11	TexasInstrum
e8eb1b	MicrochipTec
e8eb34	Cisco
e8ebd3	MellanoxTech
e8ebdd	GuangzhouQin
e8eca3	DongguanLies
e8ed05	Commscope
e8edd6	Fortinet
e8edf3	Cisco
e8eecc	FantasiaTrad
e8ef05	MindTechInte
e8ef22	SiemensNumer
e8ef89	OPMEXTech
e8f085	HuaweiTechno
e8f094	GDMideaAirCo
e8f0a4	AntoniosACha
e8f1b0	SagemcomBroa
e8f226	MillsonCusto
e8f2e2	LGInnotek
e8f2e3	StarcorBeiji
e8f375	Nokia
e8f408	Intel
e8f494	AltoBeam
e8f60a	Espressif
e8f654	HuaweiTechno
e8f673	Microsoft
e8f674	JiangSuFulia
e8f724	HewlettPacka
e8f72f	HuaweiTechno
e8f791	XiaomiCommun
e8f8d0	NokiaShangha
e8f928	Enginko
e8f9d4	HuaweiTechno
e8fa23	HuaweiDevice
e8faf7	UniteddataGr
e8fb1c	AzureWaveTec
e8fbe9	Apple
e8fc5f	RuckusWirele
e8fc60	ELCOMInnovat
e8fcaf	Netgear
e8fd35	HuaweiDevice
e8fd72	LinguoTechno
e8fd90	Turbostor
e8fde8	CeLaLink
e8fdf8	HighFlyingEl
e8ff98	HuaweiDevice
e8fff4	Apple
ea115d	AutovisionTe
ea1ed0	ZIGPOS
ea2701	ACCETechnolo
ea2adb	LabsNetworkI
ea34b4	ThinkRF
ea6076	CloudSimple
ea8f96	Proficium
ea9fb1	PhilipsInter
eab89b	ThreadGroup
eabc04	G3Alliance
eabea7	Sonos
eada6e	FUJIFILMGerm
eadd88	IEEEPESPSRCW
eae0d9	Berktek
ec0133	Trinus
ec01d5	Cisco
ec01e2	FoxconnInter
ec01ee	OppoMobileTe
ec0273	HewlettPacka
ec0441	TIGOSemicond
ec0482	STL
ec086b	TpLinkTechno
ec08e5	MotorolaMobi
ec09c9	TexasInstrum
ec0bae	BroadLinkTec
ec0c96	Nokia
ec0d51	Apple
ec0d9a	MellanoxTech
ec0de4	AmazonTechno
ec0ec4	HonHaiPrecis
ec0ed6	ItechInstrum
ec1055	XiaomiElectr
ec107b	SamsungElect
ec1120	FloDesignWin
ec1127	TexasInstrum
ec13b2	Netonix
ec13db	JuniperNetwo
ec14f6	BioControlAS
ec153d	YaxunhongdaT
ec172f	TpLinkTechno
ec1766	ResearchCent
ec192e	Cisco
ec1a02	HuaweiTechno
ec1a59	BelkinIntern
ec1ac3	UgreenGroup
ec1b5f	HewlettPacka
ec1bbd	SiliconLabor
ec1bcf	BrainTechnol
ec1bfa	EMMicroelect
ec1c5d	Siemens
ec1d53	HuaweiTechno
ec1d7f	zte
ec1d8b	Cisco
ec1d9e	QuectelWirel
ec1da9	YealinkNetwo
ec1f72	SamsungElect
ec2125	Toshiba
ec2150	vivoMobileCo
ec219f	VidaBox
ec21e5	Toshiba
ec2257	JiangSuNanJi
ec2280	DLinkInterna
ec233d	HuaweiTechno
ec2368	IntelliVoice
ec237b	zte
ec24b8	TexasInstrum
ec2651	Apple
ec26ca	TpLinkTechno
ec26fb	Tecc
ec28d3	Apple
ec2a72	Dell
ec2af0	Ypsomed
ec2beb	AmazonTechno
ec2c0d	Apple
ec2c11	CwdInnovatio
ec2c49	NakaoLabUniv
ec2c73	Apple
ec2ce2	Apple
ec2e4e	HitachiLgDat
ec2e98	AzureWaveTec
ec2f20	HyundaiWia
ec2f90	OppoMobileTe
ec308e	LierdaScienc
ec3091	Cisco
ec30b3	XiaomiCommun
ec30dd	eero
ec3111	SichuanAILin
ec314a	QuanjingInte
ec315f	AmazonTechno
ec316d	Hansgrohe
ec34e2	YasminaLabsT
ec3532	Tactrix
ec354d	WingtechMobi
ec3586	Apple
ec363f	Markov
ec3873	JuniperNetwo
ec388f	HuaweiTechno
ec3a52	HuaweiDevice
ec3a56	AzureWaveTec
ec3baf	EMMicroelect
ec3bf0	NovelSat
ec3c5a	ShenZhenHeng
ec3c88	MCNEX
ec3cbb	HuaweiDevice
ec3dfd	BilianElectr
ec3e09	PerformanceD
ec3eb3	ZyxelCommuni
ec3ef7	JuniperNetwo
ec3f05	Institute706
ec4118	XIAOMIElectr
ec41ca	TecAnswerTec
ec41f9	iCommSemicon
ec4269	HMDGlobal
ec42b4	ADC
ec42cc	Apple
ec42f0	ADLEmbeddedS
ec438b	Yaptv
ec43e6	AWCER
ec43f6	ZyxelCommuni
ec4476	Cisco
ec462c	Infinixmobil
ec4644	TtkSas
ec4654	Apple
ec4670	MeinbergFunk
ec4684	Microsoft
ec470c	UniversalEle
ec473c	Redwire
ec4993	QihanTechnol
ec4c4d	ZAONPKRoTeK
ec4c8c	Intel
ec4d3e	XiaomiMobile
ec4d47	HuaweiTechno
ec4f82	Calix
ec50a6	SagemcomBroa
ec50aa	HewlettPacka
ec51bc	OppoMobileTe
ec52dc	WORLDMEDIAAN
ec536f	HuaweiTechno
ec5382	HonorDevice
ec542e	XiMeiElectro
ec551c	HuaweiTechno
ec554d	Private
ec55f9	HonHaiPrecis
ec5623	HuaweiTechno
ec570d	AFE
ec5865	XinguoduTech
ec58ea	RuckusWirele
ec59e7	Microsoft
ec5a31	Buffalo
ec5a86	YulongComput
ec5aa3	HuaweiDevice
ec5b71	Inventec
ec5b73	AdvancedWise
ec5c68	ChongqingFug
ec5c69	MitsubishiHe
ec5c84	MurataManufa
ec5f23	QinghaiKimas
ec6073	TpLinkTechno
ec60e0	AviOnLabs
ec6260	Espressif
ec6264	Global411Int
ec63d7	Intel
ec63e5	ePBoardDesig
ec63ed	HyundaiAutoe
ec6488	HonorDevice
ec64c9	Espressif
ec64e7	MOCACARE
ec656e	ThingsIndust
ec65cc	PanasonicAut
ec6652	InfoFiberSol
ec66d1	B&WGroup
ec6794	HewlettPacka
ec6881	PaloAltoNetw
ec6c9a	Arcadyan
ec6c9f	VolansTechno
ec6cb5	zte
ec6e79	InHandNetwor
ec6f0b	FADU
ec6ff9	PioseedTechn
ec7097	Commscope
ec715e	Freefly
ec71db	ReolinkInnov
ec725b	zte
ec72f7	DjiBaiwangTe
ec7359	CloudskyTech
ec7379	Apple
ec73f6	SichuanAILin
ec7427	eero
ec748c	SonyInteract
ec74ba	HirschmannAu
ec74d7	GrandstreamN
ec750c	TPLink
ec753e	HuaweiTechno
ec75ed	Citrix
ec7949	Fujitsu
ec79c0	zte
ec79f2	Startel
ec7c2c	HuaweiTechno
ec7c5c	JuniperNetwo
ec7c74	JustoneTechn
ec7cb6	SamsungElect
ec7cba	HewlettPacka
ec7d11	vivoMobileCo
ec7d9d	Cpi
ec7e91	ItelMobile
ec7fc6	EccelSas
ec8009	NovaSparks
ec8150	Apple
ec8152	HuaweiTechno
ec8193	Logitech
ec819c	HuaweiTechno
ec8263	zte
ec8350	Microsoft
ec836c	RMTech
ec83b7	PuwellCloudT
ec83d5	GIRD
ec8439	Private
ec84b4	CigShanghai
ec852f	Apple
ec86c4	MellanoxTech
ec888f	TpLinkTechno
ec8892	MotorolaMobi
ec8914	HuaweiTechno
ec89f5	LenovoMobile
ec8a48	AristaNetwor
ec8a4c	zte
ec8ac4	AmazonTechno
ec8ac7	FiberhomeTel
ec8c9a	HuaweiTechno
ec8ca2	RuckusWirele
ec8e12	Nokia
ec8e77	Intel
ec8ead	Dlx
ec8eae	Nagravision
ec8eb5	HewlettPacka
ec8f72	BarrotTechno
ec90c1	SamsungElect
ec9161	CloudNetwork
ec9233	EddyfiNDT
ec9327	MEMMERT
ec9365	Mapperai
ec937d	VantivaUSA
ec93ed	DDoSGuard
ec9468	MetaSystem
ec94cb	Espressif
ec94d5	JuniperNetwo
ec9681	2276427Ontar
ec96bf	KontroneSyst
ec97a2	Apple
ec97b2	SUMECMachine
ec97e0	EzvizSoftwar
ec986c	LufftMessund
ec98c1	RisboNetwork
ec9a34	TexasInstrum
ec9a74	HewlettPacka
ec9b2d	ChinaMobileG
ec9b5b	Nokia
ec9b75	Roku
ec9b8b	HewlettPacka
ec9bf3	SamsungElect
ec9c32	SichuanAILin
ec9e68	AnhuiTaoyunT
ec9ecd	ArtesynEmbed
ec9eea	XtraTechnolo
eca138	AmazonTechno
eca1cc	Cisco
eca1d1	HuaweiTechno
eca29b	Kemppi
eca2a0	TaicangT&WEl
eca5de	ONYXWIFI
eca62f	HuaweiTechno
eca78d	Cisco
eca7ad	BarrotTechno
eca81f	VantivaUSA
eca86b	ElitegroupCo
eca907	Apple
eca940	Commscope
eca971	HikvisionDig
eca9fa	GeniusTechno
ecaa25	SamsungElect
ecaa8f	HuaweiTechno
ecaaa0	Pegatron
ecab3e	Essys
